"date";"from";"text"
"2021-03-30T09:49:15";"Giovanni";"Iemand nog nodig?<U+0001F602><U+0001F602>"
"2021-03-30T09:53:31";"Linda";"Ik zie meer in de fluitjes <U+0001F602>"
"2021-03-30T09:54:03";"Giovanni";"Die Aztec fluitjes wat ik zei?"
"2021-03-30T09:54:11";"Giovanni";"Death whistles"
"2021-03-30T09:54:33";"Giovanni";"Als je daar met 100 man op staat de blazen klinkt het alsof er ergens een deur naar de hel open is gegaan<U+0001F602>"
"2021-03-30T09:55:56";"Linda";"Ja die idd. Iemand heeft me een link gestuurd waar ze te bestellen zijn. Maar voor zoveel mensen best prijzig nog. Je hebt wel goedkopere alarm/nood fluitjes"
"2021-03-30T09:56:34";"Giovanni";"Je kunt ze ook zelf maken ik zal ff linkje delen"
"2021-03-30T09:56:53";"Giovanni";"list(type = ""link"", text = ""https://youtu.be/765G0looswc"")"
"2021-03-30T09:58:44";"Linda";"Hihi knutselen met vervoer voor demonstranten <U+0001F600>"
"2021-03-30T09:58:48";"Linda";"Wel heel leuk"
"2021-03-30T09:59:06";"Giovanni";"list(list(type = ""mention_name"", text = ""Petra"", user_id = 1459778474), ""  jij houd ook van knutselen toch?<U+0001F601><U+0001F44D>"")"
"2021-03-30T09:59:19";"Giovanni";"hahaha"
"2021-03-30T10:01:41";"Monique";"<U+0001F602>"
"2021-03-30T10:20:33";"Giovanni";"Vandaag maken we fluitjes... Morgen maken  we wardrums en vlaggen<U+0001F648><U+0001F602>"
"2021-03-30T10:21:20";"Linda";"De knutsel van de dag <U+0001F600>"
"2021-03-30T10:41:08";"Giovanni";"Ik vind t wel sneu dat ze steeds dieren erbij moeten gebruiken....  Arme beestjes allemaal van slag<U+0001F648>"
"2021-03-30T11:02:45";"Carla";"Je ziet weleens in films, maar ja dat is fantasie natuurlijk... dat begrijp ik ook wel dat ze spijkers oid op de weg gooien en dan zijn de banden opeens lek. Ik weet natuurlijk dat dit in het echt niet bestaat maar degene die deze stunt heeft bedacht kwam vast uit het vergane Holey de moleyWood"
"2021-03-30T11:02:48";"Matthias";"Zolang demonstranten niet de dieren specifiek aanvallen (zoals met hondenfluitjes, ontzettend naar idee) valt het heel erg mee hoe vervelend politiewerk voor de honden of paarden is."
"2021-03-30T11:04:17";"Carla";"Zondag 28 maart"
"2021-03-30T11:05:36";"Matthias";"Zoiets zou je heel gericht kunnen doen voor de busjes of waterkanonnen, maar twee grote nadelen: 1. Als je betrapt wordt ga je een heel zware aanklacht krijgen en sowieso beschadig je het hele vredelievende imago van de demo. 
2. Het is vrijwel onmogelijk om in te schatten waar de busjes of waterkanonnen gaan rijden, en als een mens of dier in je spikes gaat staan kun je allerlei vreselijke verwondingen veroorzaken."
"2021-03-30T11:15:09";"Carla";"Ja dat gebeurt in films niet.... dan op naar andere geoorloofde zaken"
"2021-03-30T11:18:45";"Giovanni";"Ik vind dat ze überhaupt geen dieren moeten gebruiken bij vreedzame demonstranten.... 
En als je die beestjes gaat aanvallen met fluitjes, troep in je kleding dat soort dingen heb je een steekje los...<U+0001F648>"
"2021-03-30T11:20:13";"<U+0001F48B><U+0001F496><U+0001F618>laanie<U+0001F618><U+0001F496><U+0001F48B> en mini me<U+0001F970><U+0001F64F><U+0001F3FB><U+0001F618>";"Ja is gewoon afgrijselijk om te zien hoe ze der ook mee omgaan 
Die beesten worden ook gedwongen door hun zoals die honden die gewoon naar de mensen toe geworpen worden<U+0001F614><U+0001F624><U+0001F97A>"
"2021-03-30T11:20:17";"Carla";"Is ook belachelijk maar ja dat is het hele eenzijdige "" feestje"" van de terreurgroep. Dieren doen er niet toe. Mensen ook niet."
"2021-03-30T11:22:14";"Matthias";"Ik heb zelf jarenlang met paarden gewerkt, ik denk dat ze in normaal politiewerk een enorm voordeel kunnen opleveren. Denk aan overzicht en mobiliteit. Maar het gebruik van geweldsmiddelen op wat voor manier dan ook tegen vreedzame demonstranten is natuurlijk raar, dus ook charges met paarden."
"2021-03-30T11:26:19";"Giovanni";"Intimidatie dmv dieren vind ik ook bullshit"
"2021-03-30T11:32:33";"Lida Zonderop";"Vind dat je de dieren niet de dupe mag laten worden, deze doen wat hun achterlijke baas opdraagt."
"2021-03-30T11:33:19";"<U+0001F48B><U+0001F496><U+0001F618>laanie<U+0001F618><U+0001F496><U+0001F48B> en mini me<U+0001F970><U+0001F64F><U+0001F3FB><U+0001F618>";"Idd dus dat"
"2021-03-30T11:35:42";"Amri";"Dan zijn oordopjes vast ook geen luxe als iedereen gaat staan fluiten....<U+0001F602>"
"2021-03-30T11:44:20";"Koos";"Inderdaad"
"2021-03-30T11:45:34";"Giovanni";"Nee idd<U+0001F602> is het sowieso niet 
Met al die herrie"
"2021-03-30T11:47:36";"S.j";"Ik zou dit bijna express een keer doen in de trein <U+0001F923><U+0001F923><U+0001F923>"
"2021-03-30T11:47:56";"<U+0001F48B><U+0001F496><U+0001F618>laanie<U+0001F618><U+0001F496><U+0001F48B> en mini me<U+0001F970><U+0001F64F><U+0001F3FB><U+0001F618>";"<U+0001F602><U+0001F602><U+0001F602><U+0001F602>"
"2021-03-30T11:59:41";"Monique";"De echte Wappie....."
"2021-03-30T12:15:01";"Janneke";"Superleuk. Ook dat meten naar boven. <U+0001F917>"
"2021-03-30T12:21:33";"Giovanni";"list(""<U+0001F1EC><U+0001F1E7> "", list(type = ""link"", text = ""t.me/BritishPatriotsParty""), """")"
"2021-03-30T12:21:54";"Giovanni";"Allemaal met die desinfectie spray ook<U+0001F602><U+0001F602><U+0001F602>"
"2021-03-30T12:25:09";"Janneke";"Heerlijk!"
"2021-03-30T12:39:13";"La La Laura";"<U+0001F602>"
"2021-03-30T12:41:14";"Petra Boonstra";"WOW, die is cool! ik vraag me alleen wel af of dit voorla meer stress bij demonstranten gaat veroorzaken dan bij ME, met hun helmen op. 
Datzelfde heb ik met die megafonen waarmee dan zo'n keihard alarm geluid gedaan wordt. daarmee wordt perdirect spannening vergroot en paniek veroorzaakt, onder demonstranten, waardoor meer mensen besluiten weg te lopen ipv te gaan zitten."
"2021-03-30T12:42:14";"<U+0001F48B><U+0001F496><U+0001F618>laanie<U+0001F618><U+0001F496><U+0001F48B> en mini me<U+0001F970><U+0001F64F><U+0001F3FB><U+0001F618>";"<U+0001F602><U+0001F602>"
"2021-03-30T12:43:22";"Petra Boonstra";"nou, die wardrums, ben ik helemaal voor! ik heb zelfs twee om achter mijn scoot te bevestigen. Een drumlinie lijkt me echt geweldig!!!!!!!!!!!!!"
"2021-03-30T12:44:17";"Petra Boonstra";"ik weet nog niet wat het gaat worden komende zondag. Zal ook afhangen van dat gebiedsverbod, of dat in stand blijft en of mensen zich daar uberhaupt iets avn aantrekken. <U+0001F609>"
"2021-03-30T12:44:45";"S.j";"Me to"
"2021-03-30T12:44:54";"S.j";"Het is elke keer hetzelfde kat en muis spelletje"
"2021-03-30T12:45:30";"S.j";"Daarnaast wordt je in Amsterdam gewoon makkelijk ingesloten door al die grachten ect. En er is voor de ME niks onverwachts meer aan"
"2021-03-30T12:45:36";"S.j";"Zelfde geld voor malieveld"
"2021-03-30T12:46:05";"FR";"Groningen ofzo."
"2021-03-30T12:46:12";"FR";"Denk dat de boeren dan ook mee komen doen..."
"2021-03-30T12:46:37";"FR";"Die zijn ook wel van een beetje tegen de overheidsbeleid vechten..."
"2021-03-30T12:46:40";"Petra Boonstra";"spikes zijn te gevaarlijk. Heel snel een wielklem erop klikken en direct de sleutels tussen de demonstranten groep ingooien, effectief, geen schade, hilarisch"
"2021-03-30T12:46:57";"Petra Boonstra";"maar dan kunnen ze wel nog sluiten"
"2021-03-30T12:47:01";"Petra Boonstra";"spuiten"
"2021-03-30T12:48:11";"Petra Boonstra";"Iemand even een opzetje geven, om op die spuitwagen te komen en met een spanband die twee kanonnen naar elkaar toe trekken en vastzetten."
"2021-03-30T12:48:37";"Matthias";"Veel succes met een wielklem vinden voor dat formaat <U+0001F602>"
"2021-03-30T12:48:53";"Petra Boonstra";"inpakken met van dat folie dat gebruikt wordt om pallets te stabiliseren......."
"2021-03-30T12:49:17";"Petra Boonstra";"wat is die maat?"
"2021-03-30T12:49:19";"S.j";"Of net zoals in China"
"2021-03-30T12:49:21";"Matthias";"En veel succes met tegen het hydraulische systeem dat die kanonnen draait in te trekken."
"2021-03-30T12:49:23";"S.j";"Heeft iemand dat filmpje"
"2021-03-30T12:49:28";"Matthias";"Laat me even opzoeken"
"2021-03-30T12:49:56";"Petra Boonstra";"vandaar aan elkaar vast zetten, dan trekt het ene kanon aan het andere......."
"2021-03-30T12:50:09";"Wilma";"Werken jullie ook nog komen zoveel berichten voorbij dat ik me dat serieus afvraag<U+0001F923>"
"2021-03-30T12:50:18";"S.j";"Haha ja zeker"
"2021-03-30T12:50:23";"FR";"Gewoon net zoals vroeger met fakkels en pitch forks terug duwen <U+0001F923>"
"2021-03-30T12:50:26";"S.j";"Onderweg naar mijn avonddienst"
"2021-03-30T12:50:35";"S.j";"<U+0001F923><U+0001F923><U+0001F923>"
"2021-03-30T12:50:46";"Giovanni";"Ja man"
"2021-03-30T12:50:48";"Petra Boonstra";"wat bedoel je?"
"2021-03-30T12:51:18";"S.j";"list(""Ja je hebt daar een filmpje van, heb jij die nog "", list(type = ""mention"", text = ""@G10V4NNII""))"
"2021-03-30T12:51:43";"René";"Rotterdam Museumpark is elke zondag"
"2021-03-30T12:51:46";"FR";"Zou wel een stunt zijn hey, iedereen met pitchforks een beetje de ME terug duwen"
"2021-03-30T12:52:07";"Giovanni";"Waarvan?<U+0001F648>"
"2021-03-30T12:52:11";"FR";"Helaas word 't dan gezien als wapen <U+0001F914>"
"2021-03-30T12:52:20";"Giovanni";"Be water bedoel je?"
"2021-03-30T12:52:52";"<U+0001F48B><U+0001F496><U+0001F618>laanie<U+0001F618><U+0001F496><U+0001F48B> en mini me<U+0001F970><U+0001F64F><U+0001F3FB><U+0001F618>";"Alleemaal schild gaan regelen is geen wapen<U+0001F609>"
"2021-03-30T12:52:54";"Matthias";"De diameter van die banden is 1,05 meter vanaf fabriek. 300/80R22.5 Ik kan niet zo snel vinden of ze er nog iets customs onder hebben zitten"
"2021-03-30T12:53:17";"Matthias";"Dat is inderdaad een probleem <U+0001F605>"
"2021-03-30T12:53:28";"<U+0001F48B><U+0001F496><U+0001F618>laanie<U+0001F618><U+0001F496><U+0001F48B> en mini me<U+0001F970><U+0001F64F><U+0001F3FB><U+0001F618>";"Wat een prijs"
"2021-03-30T12:53:34";"Giovanni";"Geen geld"
"2021-03-30T12:54:03";"Giovanni";"Volgens mij is zo'n body protector van Decathlon duurder<U+0001F602>"
"2021-03-30T12:54:19";"S.j";"list(""Hong Kong Protests | How Are Hong Kong Protesters Fighting Back?\n"", list(type = ""link"", text = ""https://www.popularmechanics.com/technology/g28928579/hong-kong-protest-methods/""))"
"2021-03-30T12:54:31";"S.j";"Deze, moet je kijken hoe tactisch"
"2021-03-30T12:54:32";"Giovanni";"Be water"
"2021-03-30T12:54:34";"FR";"Honestly, als er 3 linies staan met schilden en zulke pakken"
"2021-03-30T12:54:37";"FR";"Om terug te duwen...."
"2021-03-30T12:54:40";"Matthias";"Maar je gaat ze niet naar elkaar toe krijgen. Als ze die kanonnen maximaal naar buiten draaien tot je eraf bent gehaald kun je helemaal niets"
"2021-03-30T12:54:48";"Giovanni";"Zou werken<U+0001F602>"
"2021-03-30T12:55:05";"Petra Boonstra";"en de breedte?"
"2021-03-30T12:55:35";"Giovanni";"Hahaha klem Dr op zetten als ze nog bij t bureau staan enzo<U+0001F602>"
"2021-03-30T12:56:02";"Matthias";"je hoeft bijna niet te duwen. Als je schilden laat overlappen zodat één ME'er tegen meerdere demonstranten duwt (romeinse techniek) hebben ze geen schijn van kans je in beweging te krijgen"
"2021-03-30T12:56:35";"S.j";"list(type = ""link"", text = ""https://youtu.be/knvz0t5z1uU"")"
"2021-03-30T12:56:42";"S.j";"list(type = ""mention_name"", text = ""Petra"", user_id = 1459778474)"
"2021-03-30T12:56:44";"Monique";"Gewoon door de steden heen lopen"
"2021-03-30T12:56:50";"Petra Boonstra";"Dan pvcpijp ertussen klemmen zodra ze maximaal staan?"
"2021-03-30T12:56:53";"FR";"Ah, je bedoeld van de voorkant + bovenkant"
"2021-03-30T12:57:23";"Matthias";"34 cm. En bedenk ook even dat je niets aan de velg kan bevestigen, omdat die helemaal gesloten is, anders dan bij een auto."
"2021-03-30T12:58:07";"Matthias";"Ik weet niet hoe je je dat voorstelt. Die kanonnen draaien helemaal vrij, dus wat je ertussen zet blijft niet zitten"
"2021-03-30T12:58:32";"Lisa";"Gewoon een katapult met verf patronen / waterballonen met  pa<U+0001F31A>!  Richten op de helmen die moeten dan sowieso af, daarna op de ruiten en camera’s van de waterkanonnen <U+0001F31A>"
"2021-03-30T12:58:42";"S.j";"In iedergeval naar mijn mening niet door Amsterdam of DenHaag, dat is zo voorspelbaar. Elke keer dezelfde tactiek en elke keer loopt het op hetzelfde uit"
"2021-03-30T12:58:52";"FR";"Dat zeg ik..."
"2021-03-30T12:58:54";"FR";"Groningen"
"2021-03-30T12:58:57";"S.j";"list(list(type = ""mention_name"", text = ""Matthias"", user_id = 598128606), "" dit is pas klasse"")"
"2021-03-30T12:59:10";"Petra Boonstra";"helemaal voor!!!!!!"
"2021-03-30T12:59:16";"FR";"Die mensen zijn sowieso ook makkelijker wakker te maken"
"2021-03-30T12:59:50";"Monique";"Heb je een idee?"
"2021-03-30T13:00:18";"Petra Boonstra";"zijn er foto's van die kanonnen?"
"2021-03-30T13:00:26";"Matthias";"Tuurlijk, maar dan ben je je imago van geweldloze demonstranten vrij snel kwijt"
"2021-03-30T13:00:31";"Monique";"Morgen fakkeltocht in Groningen maar of dat zoden aan de dijk zet?"
"2021-03-30T13:00:54";"S.j";"Maar meer de samenwerking het verplaatsen de tactiek qua vervoer"
"2021-03-30T13:00:56";"Giovanni";"Dit zou echt een goed media beeld voor de rest van de wereld geven... Als er zo'n linie omheen staat<U+0001F648><U+0001F602>"
"2021-03-30T13:00:56";"Matthias";"Dat was het mooie van afgelopen weekend: Heel Nederland kon zien hoe vreselijk over-the-top de politie ging"
"2021-03-30T13:00:59";"Petra Boonstra";"dit is mijn droom"
"2021-03-30T13:01:49";"<U+0001F48B><U+0001F496><U+0001F618>laanie<U+0001F618><U+0001F496><U+0001F48B> en mini me<U+0001F970><U+0001F64F><U+0001F3FB><U+0001F618>";"Ja is vet alle kleuren van de regenboog"
"2021-03-30T13:02:01";"Lisa";"list(""Mwahaha als je puur verf pigment gebruikt ben je klaar <U+0001F31A>! "", list(type = ""hashtag"", text = ""#verfgroothandel""), """")"
"2021-03-30T13:02:04";"Petra Boonstra";"Ik doe mijn best, maar met meer mensen, meer impact"
"2021-03-30T13:02:10";"Matthias";"Oh zo, ja, dat is iets waarvan we kunnen leren. Meerdere mobiele demonstraties om de ME te verslaan met manoeuvreren"
"2021-03-30T13:02:25";"FR";"Dit maar dan zonder speren, of ""speren"" met schuimmatten om de kop heen ofzo"
"2021-03-30T13:02:31";"S.j";"Precies, hun gebruiken tekens om te communiceren ect"
"2021-03-30T13:02:43";"Petra Boonstra";"Dit is Holipoeder, wat gebruikt wordt bij colorruns, hgeheel natuurlijk en heet officieel microconfetti"
"2021-03-30T13:02:54";"Giovanni";"Met van die anti diefstal verf<U+0001F602>. 
Maar als je zoiets doet kun je het niet echt meer vreedzaam noemen he"
"2021-03-30T13:02:54";"Matthias";"Niet de mijne. Ik zie liever geen projectielen van wat voor soort dan ook richting agenten vliegen. Allemaal imagoschade en meer reden voor geweld tegen demonstranten"
"2021-03-30T13:03:07";"S.j";"Geweldig <U+0001F64F><U+0001F64F><U+2764><U+FE0F>"
"2021-03-30T13:03:43";"Petra Boonstra";"Mijn ma ging er ook voor. Ze heeft de poeder die ze nog had overigens weer terug gekregen na arrestatie...."
"2021-03-30T13:04:54";"S.j";"En ook de paraplu's als schilden tegen de water en verf kanonnen. Qua organisatie is het daar zo éénduidig"
"2021-03-30T13:05:11";"Lida Zonderop";"Zou wel een mooi gezicht zijn al die gekleurde ME'ers.<U+0001F601>"
"2021-03-30T13:05:13";"Giovanni";"Mooie foto<U+0001F602>"
"2021-03-30T13:05:21";"S.j";"Hahaha heldin"
"2021-03-30T13:05:21";"Petra Boonstra";"Ik heb het spul al een paar keer mee naar Mplein genomen, mensen pakken het aan maar hebben niet het lef om het te gebruiken. heeft me al een paar honderd euro gekost zonder dat het gebruikt werd, daar baal ik van."
"2021-03-30T13:05:21";"FR";"Ik vind dat met die schilden wel echt een idee hoor"
"2021-03-30T13:05:28";"Giovanni";"Ik ook wel"
"2021-03-30T13:05:44";"Petra Boonstra";"paraplu's werken heel goed"
"2021-03-30T13:05:55";"FR";"Je hebt een linie nodig, dat wel, maar als die linie eenmaal gevormd is, heb je wel letterlijk alle protesters die mee helpen, ze kunnen je 100% never nooit niet weg krijgen"
"2021-03-30T13:06:14";"FR";"Plus het media beeld"
"2021-03-30T13:06:15";"Petra Boonstra";"Die schilden kun je 1 keer doen, dan hebben ze het door en nemen ze die dingen in."
"2021-03-30T13:06:37";"Lida Zonderop";"Wel biologische verantwoorde  kleurverf/poeder anders krijg je daar weer gezeik over."
"2021-03-30T13:06:41";"Matthias";"We moeten onthouden dat wij (of de Hongkong demonstranten) niet vechten voor een overwinning op een paar agenten. We vechten voor een verandering in het denken van mensen, de 'hearts and minds' van de bevolking. Soms moeten we dingen doen om te laten zien dat we niet machteloos zijn, maar we moeten ontzettend oppassen dat we niet gebruikt worden om mensen juist bang te maken."
"2021-03-30T13:06:52";"<U+0001F48B><U+0001F496><U+0001F618>laanie<U+0001F618><U+0001F496><U+0001F48B> en mini me<U+0001F970><U+0001F64F><U+0001F3FB><U+0001F618>";"Ja geweldig was dat om te zien<U+0001F44D><U+0001F3FB>"
"2021-03-30T13:07:30";"Matthias";"Valt wel mee hoor, in andere landen is het eindeloos herhaald"
"2021-03-30T13:07:56";"S.j";"Ja dat ben ik met je eens"
"2021-03-30T13:08:22";"S.j";"Maar ik zou wel graag zien, dat er meer samenwerking qua verplaatsing plaats vind"
"2021-03-30T13:08:26";"FR";"Dat doen ze in Hong Kong ook al. Gebruikt worden om bang gemaakt te worden."
"2021-03-30T13:08:31";"S.j";"Want elke keer loopt het op hetzelfde uit"
"2021-03-30T13:08:36";"Petra Boonstra";"en nee, je hebt niet letterlijk alle protesters die mee helpen, de meesten blijven apatisch staan of zitten, te bang om zelf actief twe worden. Zelfs als je ze via de microfoon oproept om een spandoek op te pakken, zodat zijzelf en de andere demonstranten veiliger zijn en we de MER op afstand kunnen houden, komt er amper beweging in de groep. het zijn iedere keer een klein handjevol dezelfde mensen die wel in beweging komnen. Maar dat zijn er teweinig om een echt grote groep demonstranten  de veiligheid te kunnen bieden waardoor ze blijven"
"2021-03-30T13:09:07";"S.j";"Precies en ik snap dat ook wel, fight flight or freeze"
"2021-03-30T13:09:16";"Lida Zonderop";"Ach we mogen toch wel zottigheid er over maken."
"2021-03-30T13:09:23";"Matthias";"Qua verplaatsing, qua voorbereidingen, op allerlei manieren. Dat heb ik wel eens eerder bij protesten gezegd: We missen het juiste soort organisatiestructuur"
"2021-03-30T13:09:27";"S.j";"Alleen daardoor doet iedereen wat anders op het moment dat er charges uitgevoerd worden"
"2021-03-30T13:09:49";"Petra Boonstra";"Precies. En schilden wordt gezien als bewapening, het is ook letterlijk afsluiting. terwijl we beter verbindend kunnen opstellen. paraplu;'s helpen tegen natworden"
"2021-03-30T13:09:58";"FR";"We moeten met portofoons gaan werken..."
"2021-03-30T13:10:02";"Petra Boonstra";"Yup, zet het maar op, graag"
"2021-03-30T13:10:05";"FR";"Groepen met mensen maken"
"2021-03-30T13:10:12";"FR";"En radio contact."
"2021-03-30T13:10:26";"FR";"Naast het radio contact, ook 1 peletonleider (Leider over de groepjes)"
"2021-03-30T13:10:37";"FR";"Die direct de keuzes maken in contact met elkaar"
"2021-03-30T13:10:49";"S.j";"Daarom ben ik zelf persoonlijke helemaal voor Rotterdam, ruimte genoeg. Je kan met de metro, tram of de water taxi of de waterbus. Je hebt zoveel escapes. En ze sluiten daar ook minder makkelijk in"
"2021-03-30T13:11:01";"S.j";"Zou een goede optie zijn"
"2021-03-30T13:11:12";"Matthias";"Schilden worden minder snel gezien als agressie dan verf gooien naar individuele ME'ers"
"2021-03-30T13:11:19";"S.j";"Minder makkelijk dan in Amsterdam of den haag"
"2021-03-30T13:11:44";"Matthias";"Eerst de structuur, daarna de middelen om binnen die structuur te communiceren"
"2021-03-30T13:12:01";"Petra Boonstra";"Dit soort plannen uitspreken is mooi, maar alleen wanneer je zelf bereid bent de peletonleider te zijn en het op te zetten."
"2021-03-30T13:12:03";"Giovanni";"Lijkt mij ook"
"2021-03-30T13:12:12";"FR";"Als er geen communicatie binnen de structuur is, is er geen structuur."
"2021-03-30T13:12:25";"Giovanni";"Anders is een goed idee geen goed idee meer?<U+0001F648><U+0001F602>"
"2021-03-30T13:12:32";"FR";"Dat is nou juist net het punt."
"2021-03-30T13:12:54";"Petra Boonstra";"Tig mensen roepen steeds dat ""we "" beter georganiseerd moeten zijn, maar bedoelen feitelijk dat een ander het voor ze moet gaan regelen. Zo komen we er nooit"
"2021-03-30T13:13:10";"Giovanni";"Daar ben ik het wel mee eens"
"2021-03-30T13:13:26";"Matthias";"Ik weet niet of je op het OV kan vertrouwen in zulke situaties, maar andere steden proberen, of meerdere steden tegelijk is best een optie. Wat de grootste verandering zou zijn is dat mensen die het plein verlaten gewoon ergens anders verder gaan, in plaats van naar huis. Want ze hebben minstens 500 man nodig om 500 in te sluiten, die daar nog uren mee bezig zijn, dan heb je elders dus minder ME"
"2021-03-30T13:13:57";"Matthias";"Klopt"
"2021-03-30T13:14:09";"Petra Boonstra";"anders is het een herhaling van wat al tig keer geopperd wordt maar nooit opgepakt......Bedenken wat een ander zou kunnen gaan doen om het voor jou mogelijk te maken is niet de manier. Wat ga JIJ eraan doen om het mogelijk te maken, dan komen we er. 
Serieus. 
Niet lullen maar aanpakken <U+0001F60A>"
"2021-03-30T13:14:11";"S.j";"Precies, ja dat is zo. Maar op het moment dat het ov de locatie nog niet weet heb je meer kansen"
"2021-03-30T13:14:12";"FR";"Ik ga eens nadenken hoe dit gevormd kan worden."
"2021-03-30T13:14:23";"FR";"Vooralsnog zie ik dit meer als brainstorming."
"2021-03-30T13:14:50";"Giovanni";"Is er een groep met brandweerlui eigenlijk?<U+0001F648> Zou mooi zijn als die ook in uitrusting kunnen demonstreren"
"2021-03-30T13:15:03";"FR";"Met brandweerwagens."
"2021-03-30T13:15:04";"S.j";"En het is daar net ff allemaal wat breder gebouwd. Dus insluiten is lastiger"
"2021-03-30T13:15:05";"FR";"Water met ater."
"2021-03-30T13:15:13";"Giovanni";"Helemaal t mooiste natuurlijk"
"2021-03-30T13:15:16";"Petra Boonstra";"Hahaha! Naar huis nadat ik het plein verlaat? dacht het niet. Rond cirkelen en de politie bezighouden en uiteindelijk weer terug op het Mplein staan zodat ze nogmaals moeten vegen, dat is mijn programma <U+0001F609>"
"2021-03-30T13:15:41";"Matthias";"Ja same, vanuit zo'n gesprek komen ideeën, voor echte organisatie moet je met kleinere groepen werken"
"2021-03-30T13:15:48";"Matthias";"helaas van te weinig mensen"
"2021-03-30T13:15:49";"Giovanni";"Hahaha... Watergevecht<U+0001F602><U+0001F602><U+0001F602>"
"2021-03-30T13:15:54";"S.j";"Op de grachten is dat insluiten zo gebeurd"
"2021-03-30T13:16:26";"Giovanni";"Omdat je dan een knuppel in je nek krijgt<U+0001F648>"
"2021-03-30T13:16:29";"Matthias";"Museumplein wordt een moeras, parkeergarage onder water. Halsema moet hozen <U+0001F602>"
"2021-03-30T13:17:24";"Giovanni";"Wat zouden ze doen met de waterkanonnen als je daar al doorweekt gaat staan? Allemaal eerst de plomp in<U+0001F602>"
"2021-03-30T13:17:59";"S.j";"Als het zulk weer is als vandaag geen probleem"
"2021-03-30T13:18:51";"S.j";"Of juist inplaats van koffie drinken, water gevecht op het museumplein. Dan is die kanon ook niet leuk meer voor hun"
"2021-03-30T13:19:20";"FR";"Da's wel een goede."
